post_id,post_type,likes,comments,date_posted,vectorize,content,metadata,username
2822725333371113512,reels,270,14,2022-04-23T11:59:41,"A post with username:""arshgoyalyt"", post_id: ""2822725333371113512"", post_type: ""reels"", likes: 270, comments: 14, date_posted: ""2022-04-23T11:59:41"".","A post with username:""arshgoyalyt"", post_id: ""2822725333371113512"", post_type: ""reels"", likes: 270, comments: 14, date_posted: ""2022-04-23T11:59:41"".","{'post_type': 'reels', 'username': 'arshgoyalyt'}",arshgoyalyt
2819954160091587663,reels,505,5,2022-04-19T16:13:14,"A post with username:""arshgoyalyt"", post_id: ""2819954160091587663"", post_type: ""reels"", likes: 505, comments: 5, date_posted: ""2022-04-19T16:13:14"".","A post with username:""arshgoyalyt"", post_id: ""2819954160091587663"", post_type: ""reels"", likes: 505, comments: 5, date_posted: ""2022-04-19T16:13:14"".","{'post_type': 'reels', 'username': 'arshgoyalyt'}",arshgoyalyt
2814878528139811359,reels,475,11,2022-04-12T16:17:22,"A post with username:""arshgoyalyt"", post_id: ""2814878528139811359"", post_type: ""reels"", likes: 475, comments: 11, date_posted: ""2022-04-12T16:17:22"".","A post with username:""arshgoyalyt"", post_id: ""2814878528139811359"", post_type: ""reels"", likes: 475, comments: 11, date_posted: ""2022-04-12T16:17:22"".","{'post_type': 'reels', 'username': 'arshgoyalyt'}",arshgoyalyt
2811698966618727816,static-image,714,1,2022-04-08T06:50:57,"A post with username:""arshgoyalyt"", post_id: ""2811698966618727816"", post_type: ""static-image"", likes: 714, comments: 1, date_posted: ""2022-04-08T06:50:57"".","A post with username:""arshgoyalyt"", post_id: ""2811698966618727816"", post_type: ""static-image"", likes: 714, comments: 1, date_posted: ""2022-04-08T06:50:57"".","{'post_type': 'static-image', 'username': 'arshgoyalyt'}",arshgoyalyt
2803000477206689190,static-image,1059,44,2022-03-27T06:48:37,"A post with username:""arshgoyalyt"", post_id: ""2803000477206689190"", post_type: ""static-image"", likes: 1059, comments: 44, date_posted: ""2022-03-27T06:48:37"".","A post with username:""arshgoyalyt"", post_id: ""2803000477206689190"", post_type: ""static-image"", likes: 1059, comments: 44, date_posted: ""2022-03-27T06:48:37"".","{'post_type': 'static-image', 'username': 'arshgoyalyt'}",arshgoyalyt
2793530990497519242,reels,292,6,2022-03-14T05:16:49,"A post with username:""arshgoyalyt"", post_id: ""2793530990497519242"", post_type: ""reels"", likes: 292, comments: 6, date_posted: ""2022-03-14T05:16:49"".","A post with username:""arshgoyalyt"", post_id: ""2793530990497519242"", post_type: ""reels"", likes: 292, comments: 6, date_posted: ""2022-03-14T05:16:49"".","{'post_type': 'reels', 'username': 'arshgoyalyt'}",arshgoyalyt
2793073868503620938,reels,340,30,2022-03-13T14:09:20,"A post with username:""arshgoyalyt"", post_id: ""2793073868503620938"", post_type: ""reels"", likes: 340, comments: 30, date_posted: ""2022-03-13T14:09:20"".","A post with username:""arshgoyalyt"", post_id: ""2793073868503620938"", post_type: ""reels"", likes: 340, comments: 30, date_posted: ""2022-03-13T14:09:20"".","{'post_type': 'reels', 'username': 'arshgoyalyt'}",arshgoyalyt
2783025397933952521,static-image,733,22,2022-02-27T17:21:42,"A post with username:""arshgoyalyt"", post_id: ""2783025397933952521"", post_type: ""static-image"", likes: 733, comments: 22, date_posted: ""2022-02-27T17:21:42"".","A post with username:""arshgoyalyt"", post_id: ""2783025397933952521"", post_type: ""static-image"", likes: 733, comments: 22, date_posted: ""2022-02-27T17:21:42"".","{'post_type': 'static-image', 'username': 'arshgoyalyt'}",arshgoyalyt
2741412765521864179,static-image,730,38,2022-01-01T07:24:49,"A post with username:""arshgoyalyt"", post_id: ""2741412765521864179"", post_type: ""static-image"", likes: 730, comments: 38, date_posted: ""2022-01-01T07:24:49"".","A post with username:""arshgoyalyt"", post_id: ""2741412765521864179"", post_type: ""static-image"", likes: 730, comments: 38, date_posted: ""2022-01-01T07:24:49"".","{'post_type': 'static-image', 'username': 'arshgoyalyt'}",arshgoyalyt
2740016962580289031,static-image,317,7,2021-12-30T09:11:37,"A post with username:""arshgoyalyt"", post_id: ""2740016962580289031"", post_type: ""static-image"", likes: 317, comments: 7, date_posted: ""2021-12-30T09:11:37"".","A post with username:""arshgoyalyt"", post_id: ""2740016962580289031"", post_type: ""static-image"", likes: 317, comments: 7, date_posted: ""2021-12-30T09:11:37"".","{'post_type': 'static-image', 'username': 'arshgoyalyt'}",arshgoyalyt
2731976210239552414,static-image,397,15,2021-12-19T06:56:04,"A post with username:""arshgoyalyt"", post_id: ""2731976210239552414"", post_type: ""static-image"", likes: 397, comments: 15, date_posted: ""2021-12-19T06:56:04"".","A post with username:""arshgoyalyt"", post_id: ""2731976210239552414"", post_type: ""static-image"", likes: 397, comments: 15, date_posted: ""2021-12-19T06:56:04"".","{'post_type': 'static-image', 'username': 'arshgoyalyt'}",arshgoyalyt
2731225456415494277,static-image,240,0,2021-12-18T06:04:27,"A post with username:""arshgoyalyt"", post_id: ""2731225456415494277"", post_type: ""static-image"", likes: 240, comments: 0, date_posted: ""2021-12-18T06:04:27"".","A post with username:""arshgoyalyt"", post_id: ""2731225456415494277"", post_type: ""static-image"", likes: 240, comments: 0, date_posted: ""2021-12-18T06:04:27"".","{'post_type': 'static-image', 'username': 'arshgoyalyt'}",arshgoyalyt
2728983146340364818,reels,237,7,2021-12-15T03:50:11,"A post with username:""arshgoyalyt"", post_id: ""2728983146340364818"", post_type: ""reels"", likes: 237, comments: 7, date_posted: ""2021-12-15T03:50:11"".","A post with username:""arshgoyalyt"", post_id: ""2728983146340364818"", post_type: ""reels"", likes: 237, comments: 7, date_posted: ""2021-12-15T03:50:11"".","{'post_type': 'reels', 'username': 'arshgoyalyt'}",arshgoyalyt
2728251159661105286,static-image,504,11,2021-12-14T03:35:04,"A post with username:""arshgoyalyt"", post_id: ""2728251159661105286"", post_type: ""static-image"", likes: 504, comments: 11, date_posted: ""2021-12-14T03:35:04"".","A post with username:""arshgoyalyt"", post_id: ""2728251159661105286"", post_type: ""static-image"", likes: 504, comments: 11, date_posted: ""2021-12-14T03:35:04"".","{'post_type': 'static-image', 'username': 'arshgoyalyt'}",arshgoyalyt
2727122629833522289,reels,463,3,2021-12-12T14:13:46,"A post with username:""arshgoyalyt"", post_id: ""2727122629833522289"", post_type: ""reels"", likes: 463, comments: 3, date_posted: ""2021-12-12T14:13:46"".","A post with username:""arshgoyalyt"", post_id: ""2727122629833522289"", post_type: ""reels"", likes: 463, comments: 3, date_posted: ""2021-12-12T14:13:46"".","{'post_type': 'reels', 'username': 'arshgoyalyt'}",arshgoyalyt
2724902642053999692,reels,865,45,2021-12-09T12:44:08,"A post with username:""arshgoyalyt"", post_id: ""2724902642053999692"", post_type: ""reels"", likes: 865, comments: 45, date_posted: ""2021-12-09T12:44:08"".","A post with username:""arshgoyalyt"", post_id: ""2724902642053999692"", post_type: ""reels"", likes: 865, comments: 45, date_posted: ""2021-12-09T12:44:08"".","{'post_type': 'reels', 'username': 'arshgoyalyt'}",arshgoyalyt
2721887467923068112,static-image,443,14,2021-12-05T08:51:33,"A post with username:""arshgoyalyt"", post_id: ""2721887467923068112"", post_type: ""static-image"", likes: 443, comments: 14, date_posted: ""2021-12-05T08:51:33"".","A post with username:""arshgoyalyt"", post_id: ""2721887467923068112"", post_type: ""static-image"", likes: 443, comments: 14, date_posted: ""2021-12-05T08:51:33"".","{'post_type': 'static-image', 'username': 'arshgoyalyt'}",arshgoyalyt
2715366337850729781,reels,205,3,2021-11-26T08:56:40,"A post with username:""arshgoyalyt"", post_id: ""2715366337850729781"", post_type: ""reels"", likes: 205, comments: 3, date_posted: ""2021-11-26T08:56:40"".","A post with username:""arshgoyalyt"", post_id: ""2715366337850729781"", post_type: ""reels"", likes: 205, comments: 3, date_posted: ""2021-11-26T08:56:40"".","{'post_type': 'reels', 'username': 'arshgoyalyt'}",arshgoyalyt
2714543598613123130,reels,171,4,2021-11-25T05:42:08,"A post with username:""arshgoyalyt"", post_id: ""2714543598613123130"", post_type: ""reels"", likes: 171, comments: 4, date_posted: ""2021-11-25T05:42:08"".","A post with username:""arshgoyalyt"", post_id: ""2714543598613123130"", post_type: ""reels"", likes: 171, comments: 4, date_posted: ""2021-11-25T05:42:08"".","{'post_type': 'reels', 'username': 'arshgoyalyt'}",arshgoyalyt
2710493318768010893,static-image,832,7,2021-11-19T15:33:24,"A post with username:""arshgoyalyt"", post_id: ""2710493318768010893"", post_type: ""static-image"", likes: 832, comments: 7, date_posted: ""2021-11-19T15:33:24"".","A post with username:""arshgoyalyt"", post_id: ""2710493318768010893"", post_type: ""static-image"", likes: 832, comments: 7, date_posted: ""2021-11-19T15:33:24"".","{'post_type': 'static-image', 'username': 'arshgoyalyt'}",arshgoyalyt
2699346943337253954,reels,230,2,2021-11-04T06:29:49,"A post with username:""arshgoyalyt"", post_id: ""2699346943337253954"", post_type: ""reels"", likes: 230, comments: 2, date_posted: ""2021-11-04T06:29:49"".","A post with username:""arshgoyalyt"", post_id: ""2699346943337253954"", post_type: ""reels"", likes: 230, comments: 2, date_posted: ""2021-11-04T06:29:49"".","{'post_type': 'reels', 'username': 'arshgoyalyt'}",arshgoyalyt
2690882462315612260,reels,85,0,2021-10-23T14:11:50,"A post with username:""arshgoyalyt"", post_id: ""2690882462315612260"", post_type: ""reels"", likes: 85, comments: 0, date_posted: ""2021-10-23T14:11:50"".","A post with username:""arshgoyalyt"", post_id: ""2690882462315612260"", post_type: ""reels"", likes: 85, comments: 0, date_posted: ""2021-10-23T14:11:50"".","{'post_type': 'reels', 'username': 'arshgoyalyt'}",arshgoyalyt
2686633039827519438,static-image,491,2,2021-10-17T17:27:17,"A post with username:""arshgoyalyt"", post_id: ""2686633039827519438"", post_type: ""static-image"", likes: 491, comments: 2, date_posted: ""2021-10-17T17:27:17"".","A post with username:""arshgoyalyt"", post_id: ""2686633039827519438"", post_type: ""static-image"", likes: 491, comments: 2, date_posted: ""2021-10-17T17:27:17"".","{'post_type': 'static-image', 'username': 'arshgoyalyt'}",arshgoyalyt
2675045171388549424,static-image,552,17,2021-10-01T17:44:16,"A post with username:""arshgoyalyt"", post_id: ""2675045171388549424"", post_type: ""static-image"", likes: 552, comments: 17, date_posted: ""2021-10-01T17:44:16"".","A post with username:""arshgoyalyt"", post_id: ""2675045171388549424"", post_type: ""static-image"", likes: 552, comments: 17, date_posted: ""2021-10-01T17:44:16"".","{'post_type': 'static-image', 'username': 'arshgoyalyt'}",arshgoyalyt
2674662770718755206,static-image,623,6,2021-10-01T05:04:30,"A post with username:""arshgoyalyt"", post_id: ""2674662770718755206"", post_type: ""static-image"", likes: 623, comments: 6, date_posted: ""2021-10-01T05:04:30"".","A post with username:""arshgoyalyt"", post_id: ""2674662770718755206"", post_type: ""static-image"", likes: 623, comments: 6, date_posted: ""2021-10-01T05:04:30"".","{'post_type': 'static-image', 'username': 'arshgoyalyt'}",arshgoyalyt
2638612816162349657,static-image,273,4,2021-08-12T11:19:40,"A post with username:""arshgoyalyt"", post_id: ""2638612816162349657"", post_type: ""static-image"", likes: 273, comments: 4, date_posted: ""2021-08-12T11:19:40"".","A post with username:""arshgoyalyt"", post_id: ""2638612816162349657"", post_type: ""static-image"", likes: 273, comments: 4, date_posted: ""2021-08-12T11:19:40"".","{'post_type': 'static-image', 'username': 'arshgoyalyt'}",arshgoyalyt
2636590249608201787,static-image,242,6,2021-08-09T16:21:12,"A post with username:""arshgoyalyt"", post_id: ""2636590249608201787"", post_type: ""static-image"", likes: 242, comments: 6, date_posted: ""2021-08-09T16:21:12"".","A post with username:""arshgoyalyt"", post_id: ""2636590249608201787"", post_type: ""static-image"", likes: 242, comments: 6, date_posted: ""2021-08-09T16:21:12"".","{'post_type': 'static-image', 'username': 'arshgoyalyt'}",arshgoyalyt
2635162169618292109,static-image,258,6,2021-08-07T17:03:51,"A post with username:""arshgoyalyt"", post_id: ""2635162169618292109"", post_type: ""static-image"", likes: 258, comments: 6, date_posted: ""2021-08-07T17:03:51"".","A post with username:""arshgoyalyt"", post_id: ""2635162169618292109"", post_type: ""static-image"", likes: 258, comments: 6, date_posted: ""2021-08-07T17:03:51"".","{'post_type': 'static-image', 'username': 'arshgoyalyt'}",arshgoyalyt
2633478680347111756,static-image,345,5,2021-08-05T09:19:04,"A post with username:""arshgoyalyt"", post_id: ""2633478680347111756"", post_type: ""static-image"", likes: 345, comments: 5, date_posted: ""2021-08-05T09:19:04"".","A post with username:""arshgoyalyt"", post_id: ""2633478680347111756"", post_type: ""static-image"", likes: 345, comments: 5, date_posted: ""2021-08-05T09:19:04"".","{'post_type': 'static-image', 'username': 'arshgoyalyt'}",arshgoyalyt
2632229896317293052,reels,146,5,2021-08-03T15:58:10,"A post with username:""arshgoyalyt"", post_id: ""2632229896317293052"", post_type: ""reels"", likes: 146, comments: 5, date_posted: ""2021-08-03T15:58:10"".","A post with username:""arshgoyalyt"", post_id: ""2632229896317293052"", post_type: ""reels"", likes: 146, comments: 5, date_posted: ""2021-08-03T15:58:10"".","{'post_type': 'reels', 'username': 'arshgoyalyt'}",arshgoyalyt
2631988785048967801,static-image,235,2,2021-08-03T07:58:54,"A post with username:""arshgoyalyt"", post_id: ""2631988785048967801"", post_type: ""static-image"", likes: 235, comments: 2, date_posted: ""2021-08-03T07:58:54"".","A post with username:""arshgoyalyt"", post_id: ""2631988785048967801"", post_type: ""static-image"", likes: 235, comments: 2, date_posted: ""2021-08-03T07:58:54"".","{'post_type': 'static-image', 'username': 'arshgoyalyt'}",arshgoyalyt
2630470522842278407,reels,144,7,2021-08-01T05:42:36,"A post with username:""arshgoyalyt"", post_id: ""2630470522842278407"", post_type: ""reels"", likes: 144, comments: 7, date_posted: ""2021-08-01T05:42:36"".","A post with username:""arshgoyalyt"", post_id: ""2630470522842278407"", post_type: ""reels"", likes: 144, comments: 7, date_posted: ""2021-08-01T05:42:36"".","{'post_type': 'reels', 'username': 'arshgoyalyt'}",arshgoyalyt
2629822462810326740,reels,242,127,2021-07-31T08:15:15,"A post with username:""arshgoyalyt"", post_id: ""2629822462810326740"", post_type: ""reels"", likes: 242, comments: 127, date_posted: ""2021-07-31T08:15:15"".","A post with username:""arshgoyalyt"", post_id: ""2629822462810326740"", post_type: ""reels"", likes: 242, comments: 127, date_posted: ""2021-07-31T08:15:15"".","{'post_type': 'reels', 'username': 'arshgoyalyt'}",arshgoyalyt
2629355963243032729,static-image,315,8,2021-07-30T16:47:58,"A post with username:""arshgoyalyt"", post_id: ""2629355963243032729"", post_type: ""static-image"", likes: 315, comments: 8, date_posted: ""2021-07-30T16:47:58"".","A post with username:""arshgoyalyt"", post_id: ""2629355963243032729"", post_type: ""static-image"", likes: 315, comments: 8, date_posted: ""2021-07-30T16:47:58"".","{'post_type': 'static-image', 'username': 'arshgoyalyt'}",arshgoyalyt
2627299700807960110,reels,170,1,2021-07-27T20:42:45,"A post with username:""arshgoyalyt"", post_id: ""2627299700807960110"", post_type: ""reels"", likes: 170, comments: 1, date_posted: ""2021-07-27T20:42:45"".","A post with username:""arshgoyalyt"", post_id: ""2627299700807960110"", post_type: ""reels"", likes: 170, comments: 1, date_posted: ""2021-07-27T20:42:45"".","{'post_type': 'reels', 'username': 'arshgoyalyt'}",arshgoyalyt
2608375202889247326,static-image,383,6,2021-07-01T18:02:56,"A post with username:""arshgoyalyt"", post_id: ""2608375202889247326"", post_type: ""static-image"", likes: 383, comments: 6, date_posted: ""2021-07-01T18:02:56"".","A post with username:""arshgoyalyt"", post_id: ""2608375202889247326"", post_type: ""static-image"", likes: 383, comments: 6, date_posted: ""2021-07-01T18:02:56"".","{'post_type': 'static-image', 'username': 'arshgoyalyt'}",arshgoyalyt
2593458703263175685,reels,200,5,2021-06-11T04:06:38,"A post with username:""arshgoyalyt"", post_id: ""2593458703263175685"", post_type: ""reels"", likes: 200, comments: 5, date_posted: ""2021-06-11T04:06:38"".","A post with username:""arshgoyalyt"", post_id: ""2593458703263175685"", post_type: ""reels"", likes: 200, comments: 5, date_posted: ""2021-06-11T04:06:38"".","{'post_type': 'reels', 'username': 'arshgoyalyt'}",arshgoyalyt
2586290675845131820,static-image,64,1,2021-06-01T06:44:55,"A post with username:""arshgoyalyt"", post_id: ""2586290675845131820"", post_type: ""static-image"", likes: 64, comments: 1, date_posted: ""2021-06-01T06:44:55"".","A post with username:""arshgoyalyt"", post_id: ""2586290675845131820"", post_type: ""static-image"", likes: 64, comments: 1, date_posted: ""2021-06-01T06:44:55"".","{'post_type': 'static-image', 'username': 'arshgoyalyt'}",arshgoyalyt
2584298122153261801,reels,83,0,2021-05-29T12:46:18,"A post with username:""arshgoyalyt"", post_id: ""2584298122153261801"", post_type: ""reels"", likes: 83, comments: 0, date_posted: ""2021-05-29T12:46:18"".","A post with username:""arshgoyalyt"", post_id: ""2584298122153261801"", post_type: ""reels"", likes: 83, comments: 0, date_posted: ""2021-05-29T12:46:18"".","{'post_type': 'reels', 'username': 'arshgoyalyt'}",arshgoyalyt
2583530736068075230,static-image,44,1,2021-05-28T11:21:25,"A post with username:""arshgoyalyt"", post_id: ""2583530736068075230"", post_type: ""static-image"", likes: 44, comments: 1, date_posted: ""2021-05-28T11:21:25"".","A post with username:""arshgoyalyt"", post_id: ""2583530736068075230"", post_type: ""static-image"", likes: 44, comments: 1, date_posted: ""2021-05-28T11:21:25"".","{'post_type': 'static-image', 'username': 'arshgoyalyt'}",arshgoyalyt
2581893871669926654,static-image,130,0,2021-05-26T05:09:15,"A post with username:""arshgoyalyt"", post_id: ""2581893871669926654"", post_type: ""static-image"", likes: 130, comments: 0, date_posted: ""2021-05-26T05:09:15"".","A post with username:""arshgoyalyt"", post_id: ""2581893871669926654"", post_type: ""static-image"", likes: 130, comments: 0, date_posted: ""2021-05-26T05:09:15"".","{'post_type': 'static-image', 'username': 'arshgoyalyt'}",arshgoyalyt
2579349347865207078,static-image,73,3,2021-05-22T16:53:44,"A post with username:""arshgoyalyt"", post_id: ""2579349347865207078"", post_type: ""static-image"", likes: 73, comments: 3, date_posted: ""2021-05-22T16:53:44"".","A post with username:""arshgoyalyt"", post_id: ""2579349347865207078"", post_type: ""static-image"", likes: 73, comments: 3, date_posted: ""2021-05-22T16:53:44"".","{'post_type': 'static-image', 'username': 'arshgoyalyt'}",arshgoyalyt
2578603291007443342,static-image,90,1,2021-05-21T16:11:28,"A post with username:""arshgoyalyt"", post_id: ""2578603291007443342"", post_type: ""static-image"", likes: 90, comments: 1, date_posted: ""2021-05-21T16:11:28"".","A post with username:""arshgoyalyt"", post_id: ""2578603291007443342"", post_type: ""static-image"", likes: 90, comments: 1, date_posted: ""2021-05-21T16:11:28"".","{'post_type': 'static-image', 'username': 'arshgoyalyt'}",arshgoyalyt
2577727069184518232,static-image,82,2,2021-05-20T11:10:34,"A post with username:""arshgoyalyt"", post_id: ""2577727069184518232"", post_type: ""static-image"", likes: 82, comments: 2, date_posted: ""2021-05-20T11:10:34"".","A post with username:""arshgoyalyt"", post_id: ""2577727069184518232"", post_type: ""static-image"", likes: 82, comments: 2, date_posted: ""2021-05-20T11:10:34"".","{'post_type': 'static-image', 'username': 'arshgoyalyt'}",arshgoyalyt
2574638011667300680,static-image,40,3,2021-05-16T04:53:09,"A post with username:""arshgoyalyt"", post_id: ""2574638011667300680"", post_type: ""static-image"", likes: 40, comments: 3, date_posted: ""2021-05-16T04:53:09"".","A post with username:""arshgoyalyt"", post_id: ""2574638011667300680"", post_type: ""static-image"", likes: 40, comments: 3, date_posted: ""2021-05-16T04:53:09"".","{'post_type': 'static-image', 'username': 'arshgoyalyt'}",arshgoyalyt
2572707295656314821,static-image,45,1,2021-05-13T12:57:10,"A post with username:""arshgoyalyt"", post_id: ""2572707295656314821"", post_type: ""static-image"", likes: 45, comments: 1, date_posted: ""2021-05-13T12:57:10"".","A post with username:""arshgoyalyt"", post_id: ""2572707295656314821"", post_type: ""static-image"", likes: 45, comments: 1, date_posted: ""2021-05-13T12:57:10"".","{'post_type': 'static-image', 'username': 'arshgoyalyt'}",arshgoyalyt
2571066874152617154,static-image,56,0,2021-05-11T06:37:57,"A post with username:""arshgoyalyt"", post_id: ""2571066874152617154"", post_type: ""static-image"", likes: 56, comments: 0, date_posted: ""2021-05-11T06:37:57"".","A post with username:""arshgoyalyt"", post_id: ""2571066874152617154"", post_type: ""static-image"", likes: 56, comments: 0, date_posted: ""2021-05-11T06:37:57"".","{'post_type': 'static-image', 'username': 'arshgoyalyt'}",arshgoyalyt
2564151025303235361,static-image,51,3,2021-05-01T17:37:23,"A post with username:""arshgoyalyt"", post_id: ""2564151025303235361"", post_type: ""static-image"", likes: 51, comments: 3, date_posted: ""2021-05-01T17:37:23"".","A post with username:""arshgoyalyt"", post_id: ""2564151025303235361"", post_type: ""static-image"", likes: 51, comments: 3, date_posted: ""2021-05-01T17:37:23"".","{'post_type': 'static-image', 'username': 'arshgoyalyt'}",arshgoyalyt
2560199670507002568,static-image,38,1,2021-04-26T06:46:45,"A post with username:""arshgoyalyt"", post_id: ""2560199670507002568"", post_type: ""static-image"", likes: 38, comments: 1, date_posted: ""2021-04-26T06:46:45"".","A post with username:""arshgoyalyt"", post_id: ""2560199670507002568"", post_type: ""static-image"", likes: 38, comments: 1, date_posted: ""2021-04-26T06:46:45"".","{'post_type': 'static-image', 'username': 'arshgoyalyt'}",arshgoyalyt
2560194900568566868,reels,66,0,2021-04-26T06:39:12,"A post with username:""arshgoyalyt"", post_id: ""2560194900568566868"", post_type: ""reels"", likes: 66, comments: 0, date_posted: ""2021-04-26T06:39:12"".","A post with username:""arshgoyalyt"", post_id: ""2560194900568566868"", post_type: ""reels"", likes: 66, comments: 0, date_posted: ""2021-04-26T06:39:12"".","{'post_type': 'reels', 'username': 'arshgoyalyt'}",arshgoyalyt
2555463778370005540,static-image,39,1,2021-04-19T17:57:23,"A post with username:""arshgoyalyt"", post_id: ""2555463778370005540"", post_type: ""static-image"", likes: 39, comments: 1, date_posted: ""2021-04-19T17:57:23"".","A post with username:""arshgoyalyt"", post_id: ""2555463778370005540"", post_type: ""static-image"", likes: 39, comments: 1, date_posted: ""2021-04-19T17:57:23"".","{'post_type': 'static-image', 'username': 'arshgoyalyt'}",arshgoyalyt
